year,type,discipline,event,noc,medal
1920,Summer,Athletics,"Pentathlon, Men (Olympic)",FIN,Bronze
1960,Summer,Athletics,"Pole Vault, Men (Olympic)",FIN,Bronze
1928,Summer,Athletics,"1,500 metres, Men (Olympic)",FIN,Gold
1932,Summer,Athletics,"5,000 metres, Men (Olympic)",FIN,Gold
1936,Summer,Athletics,"5,000 metres, Men (Olympic)",FIN,Silver
1920,Summer,Athletics,"Pentathlon, Men (Olympic)",FIN,Gold
1924,Summer,Athletics,"Pentathlon, Men (Olympic)",FIN,Gold
1920,Summer,Athletics,"Cross-Country, Individual, Men (Olympic)",FIN,Bronze
1928,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",FIN,Gold
1928,Summer,Athletics,"Marathon, Men (Olympic)",FIN,Bronze
1920,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Gold
1924,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Gold
1980,Summer,Athletics,"5,000 metres, Men (Olympic)",FIN,Bronze
1980,Summer,Athletics,"10,000 metres, Men (Olympic)",FIN,Silver
1964,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Gold
1924,Summer,Athletics,"Discus Throw, Men (Olympic)",FIN,Silver
1936,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Silver
1912,Summer,Athletics,"Shot Put, Both Hands, Men (Olympic)",FIN,Bronze
1912,Summer,Athletics,"Discus Throw, Both Hands, Men (Olympic)",FIN,Silver
1920,Summer,Athletics,"Shot Put, Men (Olympic)",FIN,Silver
1920,Summer,Athletics,"Discus Throw, Men (Olympic)",FIN,Gold
1920,Summer,Athletics,"5,000 metres, Men (Olympic)",FIN,Silver
1920,Summer,Athletics,"10,000 metres, Men (Olympic)",FIN,Gold
1920,Summer,Athletics,"Cross-Country, Individual, Men (Olympic)",FIN,Gold
1924,Summer,Athletics,"1,500 metres, Men (Olympic)",FIN,Gold
1924,Summer,Athletics,"5,000 metres, Men (Olympic)",FIN,Gold
1924,Summer,Athletics,"Cross-Country, Individual, Men (Olympic)",FIN,Gold
1928,Summer,Athletics,"5,000 metres, Men (Olympic)",FIN,Silver
1928,Summer,Athletics,"10,000 metres, Men (Olympic)",FIN,Gold
1928,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",FIN,Silver
1912,Summer,Athletics,"Javelin Throw, Both Hands, Men (Olympic)",FIN,Bronze
1920,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Silver
1932,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Bronze
1928,Summer,Athletics,"1,500 metres, Men (Olympic)",FIN,Bronze
1920,Summer,Athletics,"Shot Put, Men (Olympic)",FIN,Gold
1932,Summer,Athletics,"Hammer Throw, Men (Olympic)",FIN,Silver
1948,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Gold
1924,Summer,Athletics,"5,000 metres, Men (Olympic)",FIN,Silver
1924,Summer,Athletics,"10,000 metres, Men (Olympic)",FIN,Gold
1924,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",FIN,Gold
1924,Summer,Athletics,"Cross-Country, Individual, Men (Olympic)",FIN,Silver
1928,Summer,Athletics,"5,000 metres, Men (Olympic)",FIN,Gold
1928,Summer,Athletics,"10,000 metres, Men (Olympic)",FIN,Silver
1988,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Bronze
1992,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Silver
1996,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Bronze
1936,Summer,Athletics,"10,000 metres, Men (Olympic)",FIN,Gold
1912,Summer,Athletics,"Javelin Throw, Both Hands, Men (Olympic)",FIN,Silver
1976,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Silver
1932,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Silver
1912,Summer,Athletics,"10,000 metres, Men (Olympic)",FIN,Bronze
1924,Summer,Athletics,"Marathon, Men (Olympic)",FIN,Gold
1912,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Silver
1912,Summer,Athletics,"Javelin Throw, Both Hands, Men (Olympic)",FIN,Gold
1912,Summer,Athletics,"Discus Throw, Men (Olympic)",FIN,Gold
1912,Summer,Athletics,"Discus Throw, Both Hands, Men (Olympic)",FIN,Gold
1920,Summer,Athletics,"Discus Throw, Men (Olympic)",FIN,Silver
1984,Summer,Athletics,"Hammer Throw, Men (Olympic)",FIN,Gold
1932,Summer,Athletics,"Marathon, Men (Olympic)",FIN,Bronze
1936,Summer,Athletics,"Javelin Throw, Men (Olympic)",FIN,Bronze
1936,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",FIN,Silver
1920,Summer,Athletics,"Triple Jump, Men (Olympic)",FIN,Gold
1924,Summer,Athletics,"Triple Jump, Men (Olympic)",FIN,Bronze
1928,Summer,Athletics,"Triple Jump, Men (Olympic)",FIN,Bronze
1956,Summer,Athletics,"Long Jump, Men (Olympic)",FIN,Bronze
1972,Summer,Athletics,"1,500 metres, Men (Olympic)",FIN,Gold
1972,Summer,Athletics,"5,000 metres, Men (Olympic)",FIN,Gold
1972,Summer,Athletics,"10,000 metres, Men (Olympic)",FIN,Gold
1976,Summer,Athletics,"5,000 metres, Men (Olympic)",FIN,Gold
1976,Summer,Athletics,"10,000 metres, Men (Olympic)",FIN,Gold
1932,Summer,Athletics,"5,000 metres, Men (Olympic)",FIN,Bronze
1932,Summer,Athletics,"10,000 metres, Men (Olympic)",FIN,Bronze
1924,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",FIN,Silver
1928,Summer,Athletics,"Decathlon, Men (Olympic)",FIN,Gold
1996,Summer,Athletics,"100 metres Hurdles, Women (Olympic)",FRA,Bronze
1968,Summer,Athletics,"400 metres, Women (Olympic)",FRA,Gold
1984,Summer,Athletics,"100 metres Hurdles, Women (Olympic)",FRA,Bronze
1964,Summer,Athletics,"800 metres, Women (Olympic)",FRA,Silver
1948,Summer,Athletics,"Discus Throw, Women (Olympic)",FRA,Bronze
1948,Summer,Athletics,"High Jump, Women (Olympic)",FRA,Bronze
1948,Summer,Athletics,"Shot Put, Women (Olympic)",FRA,Gold
1948,Summer,Athletics,"Discus Throw, Women (Olympic)",FRA,Gold
1992,Summer,Athletics,"400 metres, Women (Olympic)",FRA,Gold
1996,Summer,Athletics,"200 metres, Women (Olympic)",FRA,Gold
1996,Summer,Athletics,"400 metres, Women (Olympic)",FRA,Gold
1920,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",FRA,Silver
1908,Summer,Athletics,"High Jump, Men (Olympic)",FRA,Silver
1920,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",FRA,Bronze
1968,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",FRA,Bronze
1980,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",FRA,Bronze
1972,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",FRA,Bronze
1924,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",FRA,Bronze
1908,Summer,Athletics,"3 miles, Team, Men (Olympic)",FRA,Bronze
1912,Summer,Athletics,"5,000 metres, Men (Olympic)",FRA,Silver
1900,Summer,Athletics,"5,000 metres, Team, Men (Olympic)",FRA,Silver
1900,Summer,Athletics,"Marathon, Men (Olympic)",FRA,Silver
1900,Summer,Athletics,"2,500 metres Steeplechase, Men (Olympic)",FRA,Bronze
1948,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",FRA,Silver
1920,Summer,Athletics,"Rugby, Men (Olympic)",FRA,Silver
1904,Summer,Athletics,"Marathon, Men (Olympic)",USA,Silver
1904,Summer,Athletics,"4 miles, Team, Men (Olympic)",USA,Silver
1964,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",FRA,Bronze
1900,Summer,Athletics,"1,500 metres, Men (Olympic)",FRA,Silver
1924,Summer,Athletics,"Cross-Country, Team, Men (Olympic)",FRA,Bronze
1972,Summer,Athletics,"110 metres Hurdles, Men (Olympic)",FRA,Silver
1976,Summer,Athletics,"110 metres Hurdles, Men (Olympic)",FRA,Gold
1928,Summer,Athletics,"Marathon, Men (Olympic)",FRA,Gold
1912,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",FRA,Silver
1996,Summer,Athletics,"Pole Vault, Men (Olympic)",FRA,Gold
1920,Summer,Athletics,"5,000 metres, Men (Olympic)",FRA,Gold
1920,Summer,Athletics,"10,000 metres, Men (Olympic)",FRA,Silver
1948,Summer,Athletics,"800 metres, Men (Olympic)",FRA,Bronze
1948,Summer,Athletics,"Decathlon, Men (Olympic)",FRA,Silver
1960,Summer,Athletics,"1,500 metres, Men (Olympic)",FRA,Silver
1928,Summer,Athletics,"1,500 metres, Men (Olympic)",FRA,Silver
1924,Summer,Athletics,"High Jump, Men (Olympic)",FRA,Bronze
1984,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",FRA,Silver
1988,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",FRA,Bronze
1928,Summer,Athletics,"High Jump, Men (Olympic)",FRA,Bronze
1948,Summer,Athletics,"10,000 metres, Men (Olympic)",FRA,Silver
1952,Summer,Athletics,"5,000 metres, Men (Olympic)",FRA,Silver
1952,Summer,Athletics,"10,000 metres, Men (Olympic)",FRA,Silver
1956,Summer,Athletics,"Marathon, Men (Olympic)",FRA,Gold
1984,Summer,Athletics,"Pole Vault, Men (Olympic)",FRA,Gold
1960,Summer,Athletics,"200 metres, Men (Olympic)",FRA,Bronze
1900,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",FRA,Silver
1900,Summer,Athletics,"Marathon, Men (Olympic)",FRA,Gold
1900,Summer,Athletics,"Standing Long Jump, Men (Olympic)",FRA,Bronze
1896,Summer,Athletics,"Triple Jump, Men (Olympic)",FRA,Silver
1984,Summer,Athletics,"Pole Vault, Men (Olympic)",FRA,Bronze
1932,Summer,Athletics,"Discus Throw, Men (Olympic)",FRA,Bronze
1964,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GBR,Bronze
1952,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GBR,Bronze
1956,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GBR,Silver
1964,Summer,Athletics,"Long Jump, Women (Olympic)",GBR,Gold
1964,Summer,Athletics,"Pentathlon, Women (Olympic)",GBR,Silver
1968,Summer,Athletics,"400 metres, Women (Olympic)",GBR,Silver
1936,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GBR,Silver
1952,Summer,Athletics,"Long Jump, Women (Olympic)",GBR,Bronze
1992,Summer,Athletics,"4 × 400 metres Relay, Women (Olympic)",GBR,Bronze
1948,Summer,Athletics,"80 metres Hurdles, Women (Olympic)",GBR,Silver
1980,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GBR,Bronze
1984,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GBR,Bronze
1992,Summer,Athletics,"400 metres Hurdles, Women (Olympic)",GBR,Gold
1932,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GBR,Bronze
1984,Summer,Athletics,"Long Jump, Women (Olympic)",GBR,Bronze
2000,Summer,Athletics,"800 metres, Women (Olympic)",GBR,Bronze
2004,Summer,Athletics,"800 metres, Women (Olympic)",GBR,Gold
2004,Summer,Athletics,"1,500 metres, Women (Olympic)",GBR,Gold
1956,Summer,Athletics,"High Jump, Women (Olympic)",GBR,Silver
1980,Summer,Athletics,"4 × 400 metres Relay, Women (Olympic)",GBR,Bronze
1960,Summer,Athletics,"100 metres, Women (Olympic)",GBR,Silver
1960,Summer,Athletics,"200 metres, Women (Olympic)",GBR,Bronze
1952,Summer,Athletics,"High Jump, Women (Olympic)",GBR,Silver
1996,Summer,Athletics,"Heptathlon, Women (Olympic)",GBR,Bronze
2000,Summer,Athletics,"Heptathlon, Women (Olympic)",GBR,Gold
1988,Summer,Athletics,"10,000 metres, Women (Olympic)",GBR,Silver
1948,Summer,Athletics,"100 metres, Women (Olympic)",GBR,Silver
2000,Summer,Athletics,"400 metres, Women (Olympic)",GBR,Bronze
1988,Summer,Athletics,"3,000 metres, Women (Olympic)",GBR,Bronze
1936,Summer,Athletics,"High Jump, Women (Olympic)",GBR,Silver
1948,Summer,Athletics,"High Jump, Women (Olympic)",GBR,Silver
1964,Summer,Athletics,"400 metres, Women (Olympic)",GBR,Silver
1964,Summer,Athletics,"800 metres, Women (Olympic)",GBR,Gold
1968,Summer,Athletics,"Long Jump, Women (Olympic)",GBR,Silver
1972,Summer,Athletics,"Pentathlon, Women (Olympic)",GBR,Gold
1960,Summer,Athletics,"80 metres Hurdles, Women (Olympic)",GBR,Silver
1984,Summer,Athletics,"Javelin Throw, Women (Olympic)",GBR,Gold
1960,Summer,Athletics,"High Jump, Women (Olympic)",GBR,Silver
1984,Summer,Athletics,"400 metres, Women (Olympic)",GBR,Bronze
1984,Summer,Athletics,"3,000 metres, Women (Olympic)",GBR,Silver
1984,Summer,Athletics,"100 metres Hurdles, Women (Olympic)",GBR,Silver
1984,Summer,Athletics,"Javelin Throw, Women (Olympic)",GBR,Bronze
1988,Summer,Athletics,"Javelin Throw, Women (Olympic)",GBR,Silver
1948,Summer,Athletics,"200 metres, Women (Olympic)",GBR,Silver
1924,Summer,Athletics,"100 metres, Men (Olympic)",GBR,Gold
1924,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",GBR,Silver
1908,Summer,Athletics,"Triple Jump, Men (Olympic)",GBR,Gold
1920,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GBR,Gold
1984,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GBR,Silver
1992,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",GBR,Bronze
1992,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GBR,Bronze
1912,Summer,Athletics,"200 metres, Men (Olympic)",GBR,Bronze
1912,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",GBR,Gold
1948,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",GBR,Silver
1992,Summer,Athletics,"Javelin Throw, Men (Olympic)",GBR,Bronze
1996,Summer,Athletics,"Javelin Throw, Men (Olympic)",GBR,Silver
2000,Summer,Athletics,"Javelin Throw, Men (Olympic)",GBR,Silver
1952,Summer,Athletics,"100 metres, Men (Olympic)",GBR,Bronze
1908,Summer,Athletics,"Tug-Of-War, Men (Olympic)",GBR,Gold
1908,Summer,Athletics,"Heavyweight, Freestyle, Men (Olympic)",GBR,Bronze
1996,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GBR,Silver
1900,Summer,Athletics,"1,500 metres, Men (Olympic)",GBR,Gold
1900,Summer,Athletics,"4,000 metres Steeplechase, Men (Olympic)",GBR,Silver
1900,Summer,Athletics,"5,000 metres, Team, Men (Olympic)",GBR,Gold
1996,Summer,Athletics,"400 metres, Men (Olympic)",GBR,Silver
1920,Summer,Athletics,"3,000 metres, Team, Men (Olympic)",GBR,Silver
1956,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",GBR,Gold
1964,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GBR,Silver
1936,Summer,Athletics,"400 metres, Men (Olympic)",GBR,Silver
1936,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GBR,Gold
1988,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",GBR,Silver
1928,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",GBR,Gold
1932,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GBR,Silver
1920,Summer,Athletics,"400 metres, Men (Olympic)",GBR,Silver
1924,Summer,Athletics,"400 metres, Men (Olympic)",GBR,Bronze
1924,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GBR,Bronze
2000,Summer,Athletics,"200 metres, Men (Olympic)",GBR,Silver
2004,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",GBR,Gold
1988,Summer,Athletics,"100 metres, Men (Olympic)",GBR,Silver
1992,Summer,Athletics,"100 metres, Men (Olympic)",GBR,Gold
1924,Summer,Athletics,"3,000 metres, Team, Men (Olympic)",GBR,Silver
1908,Summer,Athletics,"3 miles, Team, Men (Olympic)",GBR,Gold
1980,Summer,Athletics,"800 metres, Men (Olympic)",GBR,Silver
1980,Summer,Athletics,"1,500 metres, Men (Olympic)",GBR,Gold
1984,Summer,Athletics,"800 metres, Men (Olympic)",GBR,Silver
1984,Summer,Athletics,"1,500 metres, Men (Olympic)",GBR,Gold
1984,Summer,Athletics,"Triple Jump, Men (Olympic)",GBR,Bronze
1964,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",GBR,Silver
1932,Summer,Athletics,"1,500 metres, Men (Olympic)",GBR,Silver
1912,Summer,Athletics,"3,000 metres, Team, Men (Olympic)",GBR,Bronze
1912,Summer,Athletics,"Cross-Country, Team, Men (Olympic)",GBR,Bronze
1984,Summer,Athletics,"1,500 metres, Men (Olympic)",GBR,Silver
1920,Summer,Athletics,"Cross-Country, Team, Men (Olympic)",GBR,Silver
1904,Summer,Athletics,"2,590 metres Steeplechase, Men (Olympic)",GBR,Silver
1964,Summer,Athletics,"Long Jump, Men (Olympic)",GBR,Gold
1952,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",GBR,Bronze
1920,Summer,Athletics,"100 metres, Men (Olympic)",GBR,Bronze
1920,Summer,Athletics,"200 metres, Men (Olympic)",GBR,Bronze
1996,Summer,Athletics,"Triple Jump, Men (Olympic)",GBR,Silver
2000,Summer,Athletics,"Triple Jump, Men (Olympic)",GBR,Gold
1988,Summer,Athletics,"1,500 metres, Men (Olympic)",GBR,Silver
1896,Summer,Athletics,"Unlimited, One Hand, Men (Olympic)",GBR,Gold
1896,Summer,Athletics,"Unlimited, Two Hands, Men (Olympic)",GBR,Silver
1932,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",GBR,Silver
1932,Summer,Athletics,"Marathon, Men (Olympic)",GBR,Silver
1932,Summer,Athletics,"110 metres Hurdles, Men (Olympic)",GBR,Bronze
1936,Summer,Athletics,"110 metres Hurdles, Men (Olympic)",GBR,Silver
1976,Summer,Athletics,"10,000 metres, Men (Olympic)",GBR,Bronze
1928,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",GBR,Bronze
1896,Summer,Athletics,"400 metres, Men (Olympic)",GBR,Bronze
1924,Summer,Athletics,"10 kilometres Race Walk, Men (Olympic)",GBR,Silver
1896,Summer,Athletics,"110 metres Hurdles, Men (Olympic)",GBR,Silver
1932,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",GBR,Gold
1920,Summer,Athletics,"10 kilometres Race Walk, Men (Olympic)",GBR,Bronze
1908,Summer,Athletics,"1,500 metres, Men (Olympic)",GBR,Bronze
1908,Summer,Athletics,"400 metres, Men (Olympic)",GBR,Gold
1932,Summer,Athletics,"800 metres, Men (Olympic)",GBR,Gold
1936,Summer,Athletics,"Marathon, Men (Olympic)",GBR,Silver
1964,Summer,Athletics,"Marathon, Men (Olympic)",GBR,Silver
1968,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",GBR,Gold
1972,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",GBR,Bronze
1972,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GBR,Silver
1912,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GBR,Bronze
1964,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",GBR,Silver
1956,Summer,Athletics,"4 × 400 metres Relay, Men (Olympic)",GBR,Bronze
1920,Summer,Athletics,"800 metres, Men (Olympic)",GBR,Gold
1920,Summer,Athletics,"1,500 metres, Men (Olympic)",GBR,Gold
1920,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",GBR,Gold
1908,Summer,Athletics,"Shot Put, Men (Olympic)",GBR,Silver
1912,Summer,Athletics,"5,000 metres, Men (Olympic)",GBR,Bronze
1956,Summer,Athletics,"5,000 metres, Men (Olympic)",GBR,Bronze
1912,Summer,Athletics,"1,500 metres, Men (Olympic)",GBR,Gold
1988,Summer,Athletics,"110 metres Hurdles, Men (Olympic)",GBR,Silver
1956,Summer,Athletics,"800 metres, Men (Olympic)",GBR,Silver
1948,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",GBR,Bronze
1960,Summer,Athletics,"4 × 100 metres Relay, Men (Olympic)",GBR,Bronze
1904,Summer,Athletics,"All-Around Championship, Men (Olympic)",GBR,Gold
1908,Summer,Athletics,"3,500 metres Race Walk, Men (Olympic)",GBR,Gold
1908,Summer,Athletics,"10 miles Race Walk, Men (Olympic)",GBR,Gold
1900,Summer,Athletics,"High Jump, Men (Olympic)",GBR,Silver
1900,Summer,Athletics,"Long Jump, Men (Olympic)",GBR,Bronze
1908,Summer,Athletics,"High Jump, Men (Olympic)",GBR,Silver
1924,Summer,Athletics,"200 metres, Men (Olympic)",GBR,Bronze
1924,Summer,Athletics,"400 metres, Men (Olympic)",GBR,Gold
1928,Summer,Athletics,"100 metres, Men (Olympic)",GBR,Silver
1924,Summer,Athletics,"800 metres, Men (Olympic)",GBR,Gold
1928,Summer,Athletics,"800 metres, Men (Olympic)",GBR,Gold
1964,Summer,Athletics,"20 kilometres Race Walk, Men (Olympic)",GBR,Gold
1984,Summer,Athletics,"10,000 metres, Men (Olympic)",GBR,Silver
1964,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",GBR,Silver
1920,Summer,Athletics,"1,500 metres, Men (Olympic)",GBR,Silver
1924,Summer,Athletics,"Hammer Throw, Men (Olympic)",GBR,Bronze
1980,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",GBR,Bronze
1984,Summer,Athletics,"Javelin Throw, Men (Olympic)",GBR,Silver
1980,Summer,Athletics,"800 metres, Men (Olympic)",GBR,Gold
1980,Summer,Athletics,"1,500 metres, Men (Olympic)",GBR,Bronze
1908,Summer,Athletics,"5 miles, Men (Olympic)",GBR,Silver
1956,Summer,Athletics,"5,000 metres, Men (Olympic)",GBR,Silver
1960,Summer,Athletics,"100 metres, Men (Olympic)",GBR,Bronze
1928,Summer,Athletics,"200 metres, Men (Olympic)",GBR,Silver
1948,Summer,Athletics,"Marathon, Men (Olympic)",GBR,Silver
1900,Summer,Athletics,"4,000 metres Steeplechase, Men (Olympic)",GBR,Gold
1908,Summer,Athletics,"3,200 metres Steeplechase, Men (Olympic)",GBR,Silver
1896,Summer,Athletics,"Doubles, Men (Olympic)",GBR,Bronze
1900,Summer,Athletics,"2,500 metres Steeplechase, Men (Olympic)",GBR,Silver
1900,Summer,Athletics,"4,000 metres Steeplechase, Men (Olympic)",GBR,Bronze
1988,Summer,Athletics,"3,000 metres Steeplechase, Men (Olympic)",GBR,Bronze
1908,Summer,Athletics,"3,200 metres Steeplechase, Men (Olympic)",GBR,Gold
1968,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",GBR,Bronze
1996,Summer,Athletics,"High Jump, Men (Olympic)",GBR,Bronze
1984,Summer,Athletics,"Marathon, Men (Olympic)",GBR,Bronze
1908,Summer,Athletics,"10 miles Race Walk, Men (Olympic)",GBR,Bronze
1924,Summer,Athletics,"1,500 metres, Men (Olympic)",GBR,Bronze
1972,Summer,Athletics,"5,000 metres, Men (Olympic)",GBR,Bronze
1980,Summer,Athletics,"Decathlon, Men (Olympic)",GBR,Gold
1984,Summer,Athletics,"Decathlon, Men (Olympic)",GBR,Gold
1960,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",GBR,Gold
1908,Summer,Athletics,"400 metres Hurdles, Men (Olympic)",GBR,Bronze
1900,Summer,Athletics,"800 metres, Men (Olympic)",GBR,Gold
1960,Summer,Athletics,"20 kilometres Race Walk, Men (Olympic)",GBR,Bronze
1908,Summer,Athletics,"5 miles, Men (Olympic)",GBR,Gold
1908,Summer,Athletics,"3,500 metres Race Walk, Men (Olympic)",GBR,Silver
1908,Summer,Athletics,"10 miles Race Walk, Men (Olympic)",GBR,Silver
1912,Summer,Athletics,"10 kilometres Race Walk, Men (Olympic)",GBR,Silver
1980,Summer,Athletics,"100 metres, Men (Olympic)",GBR,Gold
1980,Summer,Athletics,"200 metres, Men (Olympic)",GBR,Silver
1936,Summer,Athletics,"50 kilometres Race Walk, Men (Olympic)",GBR,Gold
1908,Summer,Athletics,"1,500 metres, Men (Olympic)",GBR,Silver
1920,Summer,Athletics,"10,000 metres, Men (Olympic)",GBR,Bronze
1980,Summer,Athletics,"100 metres, Women (Olympic)",GDR,Bronze
1980,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GDR,Gold
1988,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GDR,Silver
1988,Summer,Athletics,"Heptathlon, Women (Olympic)",GDR,Bronze
1976,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GDR,Gold
1976,Summer,Athletics,"Pentathlon, Women (Olympic)",GDR,Silver
1976,Summer,Athletics,"400 metres, Women (Olympic)",GDR,Silver
1976,Summer,Athletics,"4 × 400 metres Relay, Women (Olympic)",GDR,Gold
1980,Summer,Athletics,"400 metres, Women (Olympic)",GDR,Bronze
1980,Summer,Athletics,"4 × 400 metres Relay, Women (Olympic)",GDR,Silver
1988,Summer,Athletics,"4 × 400 metres Relay, Women (Olympic)",GDR,Bronze
1960,Summer,Athletics,"Long Jump, Women (Olympic)",GER,Bronze
1960,Summer,Athletics,"800 metres, Women (Olympic)",GER,Bronze
1980,Summer,Athletics,"Shot Put, Women (Olympic)",GDR,Bronze
1976,Summer,Athletics,"200 metres, Women (Olympic)",GDR,Gold
1980,Summer,Athletics,"200 metres, Women (Olympic)",GDR,Gold
1972,Summer,Athletics,"100 metres Hurdles, Women (Olympic)",GDR,Gold
1988,Summer,Athletics,"400 metres Hurdles, Women (Olympic)",GDR,Bronze
1972,Summer,Athletics,"4 × 400 metres Relay, Women (Olympic)",GDR,Gold
1972,Summer,Athletics,"Javelin Throw, Women (Olympic)",GDR,Gold
1976,Summer,Athletics,"Javelin Throw, Women (Olympic)",GDR,Gold
1988,Summer,Athletics,"Discus Throw, Women (Olympic)",GDR,Silver
1964,Summer,Athletics,"Shot Put, Women (Olympic)",GER,Silver
1972,Summer,Athletics,"4 × 100 metres Relay, Women (Olympic)",GDR,Silver
1968,Summer,Athletics,"Shot Put, Women (Olympic)",GDR,Gold
1972,Summer,Athletics,"Shot Put, Women (Olympic)",GDR,Silver
1976,Summer,Athletics,"Discus Throw, Women (Olympic)",GDR,Bronze
1972,Summer,Athletics,"800 metres, Women (Olympic)",GDR,Bronze
1972,Summer,Athletics,"1,500 metres, Women (Olympic)",GDR,Silver
1976,Summer,Athletics,"1,500 metres, Women (Olympic)",GDR,Silver
1980,Summer,Athletics,"Javelin Throw, Women (Olympic)",GDR,Bronze
1988,Summer,Athletics,"Heptathlon, Women (Olympic)",GDR,Silver
1980,Summer,Athletics,"High Jump, Women (Olympic)",GDR,Bronze
1976,Summer,Athletics,"1,500 metres, Women (Olympic)",GDR,Bronze
1988,Summer,Athletics,"Javelin Throw, Women (Olympic)",GDR,Bronze
1980,Summer,Athletics,"400 metres, Women (Olympic)",GDR,Gold
1988,Summer,Athletics,"100 metres Hurdles, Women (Olympic)",GDR,Silver
1980,Summer,Athletics,"Long Jump, Women (Olympic)",GDR,Silver
1956,Summer,Athletics,"80 metres Hurdles, Women (Olympic)",GER,Silver
1960,Summer,Athletics,"80 metres Hurdles, Women (Olympic)",GER,Bronze
1968,Summer,Athletics,"Shot Put, Women (Olympic)",GDR,Silver
1964,Summer,Athletics,"Discus Throw, Women (Olympic)",GER,Silver
1960,Summer,Athletics,"Shot Put, Women (Olympic)",GER,Silver
